0,1,2,3,4,5,6,7,8,9,10,11
790,30,4,339,224,1091,791,160,60,4539,754,1
1511,647,22,47,2,5,2,518,4540,0,0,0
122,418,138,2,5,61,2226,0,0,0,0,2
89,3,382,617,523,792,388,0,0,0,0,0
1684,1929,4,14,344,1930,0,0,0,0,0,1
3,8,1031,169,1032,111,0,0,0,0,0,0
6,26,65,1267,1685,1368,3333,2666,3334,0,0,2
172,70,17,61,96,3,2667,1033,0,0,0,0
9,76,121,391,15,2,5,648,174,0,0,0
49,67,1512,1092,9,3,4541,25,22,0,0,0
3,65,37,2668,42,56,0,0,0,0,0,0
548,964,615,1931,670,3335,111,0,0,0,0,1
705,33,2669,3336,4542,371,4,2,99,0,0,1
6,314,319,345,1686,32,970,754,0,0,0,2
793,618,1513,4543,3337,285,99,0,0,0,0,1
41,4,2,5,94,2,5,6,0,0,0,2
3,551,2663,2227,744,113,9,0,0,0,0,0
3,3338,4544,4545,3339,220,1932,0,0,0,0,0
6,97,63,94,52,4546,32,0,0,0,0,2
231,706,15,2,5,52,346,2,31,0,0,1
1933,11,12,707,4,14,3340,15,342,4547,909,1
3,8,7,2,87,384,3341,101,2,0,0,0
1162,4548,4549,1034,1934,829,4550,0,0,0,0,0
88,1935,2228,181,708,2,82,522,751,4551,39,1
2229,1936,1369,3342,7,49,20,407,323,0,0,2
1496,744,123,9,3,0,0,0,0,0,0,0
3,69,130,123,1164,96,967,0,0,0,0,0
755,43,134,675,3343,1268,1687,1262,1093,0,0,0
223,2,4,14,1514,2,29,676,647,501,15,1
75,4,381,388,72,1094,0,0,0,0,0,1
4,14,15,831,1917,2670,202,3344,466,0,0,1
3,134,37,427,139,507,2671,0,0,0,0,0
4,250,352,15,11,1165,1937,86,0,0,0,1
10,45,25,2,5,1361,470,393,573,47,2,1
2672,4552,280,3,161,88,9,254,153,0,0,0
841,6,1688,270,77,677,46,1938,0,0,0,2
48,19,9,1022,971,344,6,94,0,0,0,2
50,7,105,2673,549,3,39,1166,1689,756,0,0
11,1500,1167,2230,19,236,86,0,0,0,0,1
10,1269,1690,206,16,1168,709,0,0,0,0,0
116,79,3,2674,2675,211,411,910,0,0,0,0
6,4553,842,378,3345,49,1370,0,0,0,0,2
96,1691,382,1692,445,452,2676,46,254,0,0,2
6,126,9,1169,0,0,0,0,0,0,0,2
80,11,12,352,2,5,36,171,44,0,0,1
3,517,2,29,794,2231,419,2,0,0,0,0
3,1270,678,9,7,1035,0,0,0,0,0,0
10,45,15,2,5,1271,3,8,46,351,1693,0
157,55,4,127,417,1272,619,0,0,0,0,1
4,3346,839,1036,6,199,0,0,0,0,0,1
3,8,182,133,1694,18,4554,911,4555,0,0,0
1695,7,53,552,1515,27,0,0,0,0,0,0
4,14,1096,757,258,900,1696,2232,0,0,0,1
196,1697,3347,524,145,24,28,843,27,525,0,0
3,8,167,415,116,32,0,0,0,0,0,0
10,92,25,11,12,2,347,88,4,14,51,1
4,14,177,453,249,912,0,0,0,0,0,1
30,22,51,2,5,221,1037,4556,1516,2,0,0
3,126,61,307,79,203,1038,0,0,0,0,0
13,9,795,2,368,293,24,844,0,0,0,2
205,791,92,913,311,271,160,428,0,0,0,1
201,77,2677,348,94,13,57,179,0,0,0,2
3,264,2233,394,37,845,102,0,0,0,0,0
10,45,15,2,5,2,110,0,0,0,0,2
267,122,243,427,3348,24,488,2678,469,21,0,0
4,114,1170,4557,710,1273,30,2,40,4558,0,1
10,45,15,2,5,161,2,87,110,0,0,1
3,45,185,2,40,1939,43,2234,0,0,0,0
299,84,67,153,1371,649,68,355,58,0,0,1
24,488,9,41,13,57,59,0,0,0,0,2
3,8,620,19,1698,420,32,272,0,0,0,0
1080,2,110,3349,968,489,41,39,3350,16,186,2
1097,1699,1940,1274,100,2235,4559,196,3,0,0,0
4,164,4560,4561,1517,187,2,40,0,0,0,1
3,164,17,108,119,4562,2679,0,0,0,0,0
356,50,1700,2680,4563,3,8,2203,0,0,0,0
843,34,1024,234,66,0,0,0,0,0,0,0
312,122,3351,1098,2,5,52,18,0,0,0,2
52,4,286,2,5,2,83,2,31,0,0,1
10,47,153,1941,445,139,333,1701,2681,0,0,1
506,1275,1039,1518,20,28,1253,22,0,0,0,0
24,2,9,254,50,2682,0,0,0,0,0,0
287,9,3352,758,1942,0,0,0,0,0,0,2
1372,1276,2236,1702,2,40,679,2,0,0,0,1
490,709,385,677,2683,2684,21,19,0,0,0,0
4564,523,3,1936,784,574,35,2237,0,0,0,0
3,8,149,2238,914,203,4565,4566,7,244,0,0
3,74,28,491,27,2,5,218,241,95,34,0
4,14,126,108,2685,2239,2,40,0,0,0,1
154,11,12,2240,242,4567,4,1519,1943,2241,18,1
80,11,12,129,37,147,44,0,0,0,0,1
6,67,1520,4568,2242,4569,3353,0,0,0,0,2
4,14,442,456,1521,4570,1099,0,0,0,0,1
196,1373,325,2686,1703,143,137,42,0,0,0,0
24,2,642,905,2243,176,0,0,0,0,0,1
3,69,107,163,17,91,175,1171,1100,0,0,0
308,237,470,311,4571,277,13,197,0,0,0,1
526,833,10,3354,3355,796,3356,1262,0,0,0,1
109,113,23,3,492,2687,972,1522,0,0,0,0
3,74,2,5,28,27,66,0,0,0,0,0
4,14,51,2,5,10,16,575,911,2688,326,1
4,192,2689,349,2,40,2,83,17,4,3357,1
4,212,1374,711,412,0,0,0,0,0,0,1
1172,203,2244,2245,712,261,4572,88,3359,0,0,0
11,12,153,15,2,5,36,171,44,0,0,1
3,60,1704,37,427,2,29,364,7,713,0,0
3360,846,619,126,3361,4573,65,4574,4575,0,0,0
3,74,1173,86,915,1944,523,847,0,0,0,0
4576,134,71,2,29,1362,3,4577,7,2246,0,0
42,22,4578,3362,306,4579,4580,2247,0,0,0,0
6,26,1375,123,61,41,7,465,0,0,0,2
3,8,62,456,35,3363,37,1376,53,0,0,0
463,3,8,53,109,101,4581,137,56,0,0,0
3,70,3364,1705,112,42,34,0,0,0,0,0
6,103,508,498,973,1377,4582,4583,1099,0,0,2
3,379,337,276,3365,507,759,1945,2,29,0,0
305,203,68,30,93,1523,395,0,0,0,0,0
300,132,1517,3366,974,1101,1102,0,0,0,0,2
127,245,9,4584,180,147,276,704,0,0,0,0
37,471,1378,22,104,125,2,3367,7,78,0,0
50,1680,4585,90,400,20,34,4586,2690,0,0,0
472,789,848,1524,507,120,1378,104,125,0,0,0
135,47,2,5,161,2,1525,429,0,0,0,2
28,11,372,128,621,1706,86,0,0,0,0,1
4,118,738,430,599,178,1707,0,0,0,0,1
76,4587,975,3368,2691,4588,4589,0,0,0,0,0
4,14,65,430,1946,233,2248,12,1708,0,0,1
506,315,1947,1906,54,75,348,7,713,0,0,0
64,85,4590,0,0,0,0,0,0,0,0,0
277,4591,1376,4592,77,0,0,0,0,0,0,1
201,321,2,9,976,1103,18,13,293,0,0,2
118,1174,457,2249,599,646,178,4593,0,0,0,1
3,4594,38,1526,849,19,0,0,0,0,0,0
2692,509,209,197,184,620,13,371,18,0,0,1
18,214,184,107,3,76,121,2693,23,13,293,1
4,14,39,1527,473,123,2694,7,4595,0,0,1
24,2,389,246,334,36,72,241,0,0,0,2
3,4596,452,1941,518,205,427,4597,2,5,294,0
386,160,760,384,4,1175,1176,2250,7,1948,0,1
4,14,680,1277,4598,75,102,551,7,793,0,1
961,22,68,2,553,27,2251,93,34,39,2,0
366,622,216,916,83,1949,98,0,0,0,0,0
244,7,3,8,554,829,4599,0,0,0,0,0
1379,1528,1709,1380,1104,178,527,528,0,0,0,1
168,696,284,392,797,2252,2,40,3369,1040,4600,0
1041,6,3370,304,2695,169,7,465,0,0,0,2
6,138,61,714,2,5,0,0,0,0,0,2
127,60,568,71,3371,3,7,4601,0,0,0,0
1097,761,850,3372,798,100,3,0,0,0,0,0
3,2696,161,1518,1695,238,20,104,125,0,0,0
10,16,37,681,1381,92,146,25,0,0,0,1
977,1042,3,20,54,499,151,419,0,0,0,0
3,30,22,51,2,5,293,0,0,0,0,0
2253,216,1043,3,8,254,2,5,64,846,0,0
3,3292,391,2697,1166,1950,623,0,0,0,0,0
23,3,762,1512,1092,200,48,300,0,0,0,0
18,2,98,1529,101,3373,373,0,0,0,0,2
210,368,13,59,49,351,978,0,0,0,0,1
18,3374,1530,113,9,46,84,81,132,144,0,2
4602,1710,19,4603,624,7,6,97,26,0,0,2
670,1711,740,4,457,309,1951,444,0,0,0,1
104,125,4604,529,303,0,0,0,0,0,0,0
388,343,70,285,4605,647,1712,851,0,0,0,1
154,168,1278,576,4606,1382,917,0,0,0,0,0
49,184,2698,2699,2,9,21,0,0,0,0,1
4,114,979,4607,30,11,2,83,1668,545,0,1
6,26,1279,431,247,1713,25,2,5,2,5,2
16,235,132,144,682,650,6,26,0,0,0,2
386,160,428,1714,248,20,2254,1952,2235,33,0,1
30,327,43,3,286,2,5,221,799,2,83,0
3,164,71,337,276,2,29,74,302,0,0,0
1383,268,23,100,4,1490,165,0,0,0,0,1
3,8,353,18,2,23,72,303,2,0,0,0
265,2255,71,1904,364,1531,4,0,0,0,0,1
918,51,715,419,3,763,4608,352,350,0,0,0
4,14,597,2,5,25,28,11,12,0,0,1
3,112,42,4609,343,313,0,0,0,0,0,0
4610,1494,2700,115,4611,1953,1532,0,0,0,0,1
3,405,128,30,34,1021,2,2,232,1533,293,0
89,4612,7,225,3,4613,1177,1534,0,0,0,0
841,1105,413,1384,3,2701,22,446,7,75,0,0
11,12,142,153,25,2,5,36,171,44,0,1
506,1275,3375,81,83,79,919,4614,1106,1385,3376,0
3,8,1042,79,239,716,1954,273,555,0,0,0
1178,1280,6,65,1715,3377,975,4615,0,0,0,2
13,59,41,1386,10,474,307,156,9,0,0,0
116,79,3,8,411,910,1387,556,1955,0,0,0
4,699,30,3378,1716,3379,16,757,4616,0,0,1
1281,62,1956,1535,1041,1179,348,1107,301,1108,176,2
24,577,2,79,489,4617,3380,0,0,0,0,2
11,12,146,147,2,5,36,171,44,0,0,1
4,1097,761,1699,1940,2208,204,33,0,0,0,1
154,625,897,80,11,2256,1675,0,0,0,0,1
11,12,95,15,86,236,834,895,493,0,0,1
2,9,2257,21,1957,1250,81,214,0,0,0,1
132,144,4,4618,455,30,980,151,0,0,0,1
37,432,24,519,1044,920,18,591,3294,179,0,1
4,14,32,67,30,326,381,1089,35,2258,18,1
197,77,62,2,9,13,59,0,0,0,0,2
152,226,4,4619,4620,981,412,2234,0,0,0,1
4,54,55,15,372,73,90,294,421,2,0,1
37,432,134,516,800,13,57,21,0,0,0,2
19,71,2,472,22,3381,79,3382,0,0,0,0
4,14,52,148,2,31,346,1958,99,425,2,1
3,379,102,3383,2,190,18,191,0,0,0,0
78,142,2,338,1045,396,2,419,0,0,0,0
1536,982,1911,2690,503,248,100,452,400,20,56,0
2260,651,1180,260,1388,56,43,0,0,0,0,0
457,1718,4621,2702,292,101,2703,4622,256,0,0,1
11,12,328,1028,2,5,44,0,0,0,0,1
3,69,30,270,64,85,175,365,0,0,0,0
3,578,198,30,22,1719,1282,66,0,0,0,0
3,8,60,1283,239,600,1537,0,0,0,0,0
3,764,2704,852,853,3384,0,0,0,0,0,0
485,200,23,35,1284,158,2,5,72,21,0,1
3,8,446,4623,849,1181,102,3385,499,1389,0,0
3,65,311,2,5,30,150,1390,0,0,0,0
3,372,2,190,765,4624,1020,1538,0,0,0,0
205,227,1959,1960,372,6,433,0,0,0,0,2
80,11,12,129,54,55,206,36,44,0,0,1
3,138,42,34,374,27,0,0,0,0,0,0
3,1539,715,1486,2705,1540,854,1391,0,0,0,0
3,314,239,2261,1537,557,2,31,232,0,0,0
2706,6,26,652,568,717,4625,500,0,0,0,2
165,983,118,3386,1101,2,82,0,0,0,0,1
9,231,984,579,530,2,29,9,4,0,0,1
78,70,71,1391,472,22,43,3387,0,0,0,0
4,65,455,1720,2,87,601,1541,4626,4627,0,1
11,12,47,2,5,2707,2262,236,171,88,0,1
3,8,510,2,5,455,2,1279,431,2,0,0
94,565,677,968,24,453,385,466,0,0,0,2
3,602,1721,430,143,0,0,0,0,0,0,0
3,8,65,205,2,5,28,43,440,218,603,0
921,1392,4628,4629,4630,375,348,0,0,0,0,0
3,45,38,2,40,76,121,0,0,0,0,0
3,1722,354,52,367,2,82,2,83,0,0,0
177,113,279,24,519,103,0,0,0,0,0,1
3,65,17,91,2263,2,40,0,0,0,0,0
191,4631,3388,1723,4632,845,102,3,0,0,0,0
2264,855,1961,408,4633,429,305,112,0,0,0,0
1962,683,78,134,234,2,120,99,35,1724,2,0
11,12,2708,2,2265,4634,305,19,4635,0,0,1
3,134,64,169,302,2,29,1370,4636,753,0,0
11,12,92,21,147,36,44,0,0,0,0,1
201,95,700,243,1393,1394,194,3,13,59,0,0
475,802,216,531,17,91,106,46,2,162,0,2
49,68,2709,133,2,46,489,0,0,0,0,2
284,643,1395,258,16,113,2,29,91,3,7,0
4,14,357,599,178,1285,1286,292,0,0,0,1
4637,212,684,226,766,60,1396,3,251,914,0,0
4,2,29,1725,329,253,16,204,33,0,0,1
1726,184,485,13,57,179,0,0,0,0,0,1
3,8,187,3389,260,545,1963,0,0,0,0,0
41,748,1101,2,40,48,2266,7,713,0,0,2
3,212,186,76,4638,54,32,0,0,0,0,0
78,220,137,1045,396,2,419,22,0,0,0,0
1258,4639,2710,2711,1102,4,14,0,0,0,0,1
79,4640,2712,4641,168,2713,3,0,0,0,0,0
3,8,3390,1727,4642,225,56,0,0,0,0,0
17,91,523,3,447,159,1397,7,476,0,0,0
3,69,130,123,61,119,1964,0,0,0,0,0
4,14,339,1182,2714,567,358,837,494,0,0,1
28,716,1081,137,2,5,218,603,0,0,0,0
11,12,45,269,147,2,5,36,44,0,0,1
11,12,15,2,5,36,171,44,0,0,0,1
313,4643,104,125,332,7,1373,0,0,0,0,0
1287,69,30,558,2715,985,0,0,0,0,0,0
3,53,200,4644,4645,102,551,0,0,0,0,0
137,895,131,2716,15,22,3,47,0,0,0,0
3,4646,1288,1384,270,4647,7,226,0,0,0,0
214,228,4,14,307,9,1398,277,13,145,0,1
3,264,198,1397,56,67,236,2717,0,0,0,0
277,856,146,15,763,11,22,441,0,0,0,1
444,2,82,3,8,37,467,30,34,1390,0,0
109,373,18,4,678,9,231,0,0,0,0,1
434,7,165,35,796,334,81,922,0,0,0,1
157,55,709,217,522,41,375,6,767,570,0,2
157,55,4648,4649,714,3,2718,1289,0,0,0,0
2,156,9,1542,72,21,81,197,0,0,0,1
4650,1728,152,75,532,2719,2,162,0,0,0,2
555,1965,322,2720,77,293,0,0,0,0,0,1
3,1096,166,4651,130,90,2,29,0,0,0,0
172,220,1729,3391,76,641,1730,1919,966,0,0,0
157,55,393,211,4652,1731,6,243,19,0,0,2
10,141,1168,490,1399,1966,0,0,0,0,0,0
3392,1543,100,3393,2,2,17,66,3,0,0,0
4,109,803,30,763,2267,3394,236,86,0,0,1
157,55,4,1967,215,213,435,448,2268,0,0,1
27,51,183,279,16,1732,2,253,15,7,1109,0
857,38,1400,3,7,4653,1183,3395,2721,0,0,0
595,158,1085,54,10,6,174,316,24,2,575,2
93,95,2722,370,3396,409,73,30,0,0,0,0
19,1392,54,1733,433,22,64,85,0,0,0,0
150,3,208,71,2,5,326,28,220,343,388,0
6,1734,2269,552,123,9,533,111,1184,0,0,2
3,25,2,5,30,22,43,2,83,0,0,0
3,8,2723,1290,3397,3398,4654,4655,0,0,0,0
23,4,4656,100,4657,18,283,4658,2,7,132,1
10,252,1968,15,2,5,2,110,0,0,0,1
417,1291,3,8,24,2,257,494,10,21,0,0
216,756,60,2724,2211,7,96,1691,0,0,0,2
10,2725,1401,567,261,6,88,0,0,0,0,2
249,6,26,1292,768,49,899,124,3399,0,0,2
653,4659,50,39,549,3,8,1185,1969,7,238,0
238,3400,2656,3401,1970,79,3402,0,0,0,0,2
244,7,654,456,3,35,1293,2726,2270,2727,0,0
154,2728,1039,683,13,9,655,1092,1046,3403,293,2
4,14,60,3404,52,2,2729,1047,90,20,759,1
3,8,74,42,34,27,2,5,66,0,0,0
4660,3405,4661,413,1544,204,170,0,0,0,0,1
48,19,288,122,418,24,487,198,39,106,18,2
4662,134,262,71,1186,270,404,3,0,0,0,0
157,55,209,243,19,448,1048,1041,3,0,0,0
34,47,2,5,580,715,422,183,19,484,2,0
4,45,25,2,5,3406,20,341,401,0,0,1
4,2271,1402,1275,1254,782,4663,236,12,0,0,1
2,9,105,685,373,2,5,72,241,81,84,1
986,1545,3407,330,7,75,3,0,0,0,0,0
3,65,4664,656,2272,967,114,30,2,0,0,0
226,3,8,3408,1173,22,747,3409,4665,0,0,0
4,2273,923,2658,3410,178,1708,0,0,0,0,1
3,8,697,28,27,23,425,2,5,1971,47,0
310,4666,3,63,152,718,130,20,2730,0,0,0
4,14,60,1972,52,2,2731,892,135,23,2,1
1902,1705,2732,4667,719,1735,1736,11,4,0,0,1
88,4,14,138,52,346,65,18,1737,1973,353,1
10,51,2,5,1187,139,1294,1188,924,395,1403,0
3,8,2733,676,138,2,5,580,715,2,0,0
50,4668,28,27,925,1294,3,0,0,0,0,0
3,8,426,1504,38,143,1916,1546,0,0,0,0
6,2734,4669,1295,135,3411,1974,0,0,0,0,2
37,432,161,1404,746,91,13,59,24,1547,0,2
2735,2,40,705,3412,106,500,1915,0,0,0,0
89,1085,98,4,161,4670,0,0,0,0,0,1
135,73,15,2,253,45,2,16,1738,22,0,0
4671,160,4,283,1049,205,30,0,0,0,0,1
46,2274,1242,158,715,846,3413,2736,1975,7,3414,2
3,8,2255,37,471,507,168,1278,0,0,0,0
53,761,769,2275,4672,2737,155,0,0,0,0,1
3,902,617,69,17,96,208,0,0,0,0,0
11,12,142,25,2,5,36,171,44,0,0,1
4673,4674,987,22,19,4675,0,0,0,0,0,0
4,30,11,12,286,2,5,2,0,0,0,1
3,8,212,505,75,1739,1548,102,0,0,0,0
3,237,46,3415,2,29,3416,1549,305,0,0,0
3,70,17,168,967,2738,2,40,0,0,0,0
50,4676,238,1405,2739,7,1976,3,0,0,0,0
3,1050,329,96,581,17,0,0,0,0,0,0
154,86,25,11,9,4,1550,274,349,0,0,1
4,14,30,11,12,25,2,5,466,0,0,1
46,3417,915,4677,63,291,1036,0,0,0,0,2
2740,2,4678,15,2,5,145,225,56,60,3418,0
3,30,477,4679,408,143,0,0,0,0,0,0
