title,tags,link,label
petrobras petr4 dispara apos luna afirmar respeito politica precos,"['Especialistas', 'Joaquim Silva e Luna', 'Petrobras (PETR4)', 'Roberto Castello Branco']",https://www.suno.com.br/noticias/petrobras-petr4-dispara-luna-respeito-politica-precos/,1
ipca maior alta fevereiro <NUM> anos combustiveis pesam <NUM> meses,"['Alimentos', 'Banco Central', 'Câmara dos Deputados', 'Combustíveis', 'Commodities', 'Consumo', 'Economia', 'Educação', 'Gasolina', 'IBGE', 'ICMS', 'Inflação', 'IPCA', 'Jair Bolsonaro', 'Juros', 'Petrobras', 'Petróleo', 'Resultados', 'Reuters', 'Rússia', 'Senado', 'Taxa Selic', 'Ucrânia']",https://www.moneytimes.com.br/ipca-sobe-101-em-fevereiro-diz-ibge/,1
dividendos bilionarios petrobras petr4 magazine luiza mglu3 despenca veja noticias lidas semana,"['Petrobras (PETR4)', 'Klabin (KLBN11/KLBN3/KLBN4)', 'Magazine Luiza (MGLU3)', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/dividendos-petrobras-petr4-magazine-luiza-mglu3-mais-lidas/,1
secretario reafirma petrobras caixa bb privatizadas,"['Banco do Brasil', 'Caixa Econômica Federal', 'Empresas', 'Petrobras', 'Privatização', 'Salim Mattar']",https://www.moneytimes.com.br/secretario-reafirma-que-petrobras-caixa-e-bb-nao-serao-privatizadas/,1
reacao bancos exagerada diz xp sobre aumento impostos,"['bancos', 'Bradesco (BBDC3/BBDC4)', 'Especialistas', 'impostos', 'Itaú Unibanco (ITUB3/ITUB4)', 'Jair Bolsonaro', 'XP Investimentos']",https://www.suno.com.br/noticias/reacao-bancos-exagerada-impostos-xp/,3
raia drogasil radl3 aprova desdobramento acoes assembleia,"['RADL3', 'Raia Drogasil']",https://www.sunoresearch.com.br/noticias/raia-drogasil-aprova-desdobramento-acoes/,0
petrobras petr4 unica responsavel aumento precos diz silva luna,"['Joaquim Silva e Luna', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-petr4-responsavel-aumento-preco-silva-e-luna/,1
crise decorrente pandemia tende menos severa <NUM> diz diretor bc,"['Banco Central (BC)', 'Inadimplência', 'pandemia']",https://www.sunoresearch.com.br/noticias/crise-decorrente-da-pandemia-tende-a-ser-menos-severa-que-a-de-2015-diz-diretor-do-bc/,0
petrobras usara <NUM> bilhoes aditivo leilao cessao onerosa,"['Agência Brasil', 'ANP', 'Empresas', 'Petrobras', 'Petróleo', 'Pré-Sal']",https://www.moneytimes.com.br/petrobras-usara-r-34-bilhoes-do-aditivo-no-leilao-da-cessao-onerosa/,1
divulgacao balancos continua semana vem veja ultimos destaques,"['Balanços', 'negócios']",https://www.sunoresearch.com.br/noticias/divulgacao-balancos-ultimos-destaques/,0
alexsandro nishimura petrobras maxima historica,"['Ações', 'Alexsandro Nishimura', 'Artigo', 'BR Advisors', 'Colunistas', 'Dividendos', 'Empresas', 'JCP', 'Mercados', 'Opinião', 'Petrobras']",https://www.moneytimes.com.br/alexsandro-nishimura-petrobras-na-maxima-historica/,1
veja <NUM> acoes escolhidas necton nesta semana volatil,"['Ações', 'Carteira Recomendada', 'Comprar ou vender?', 'Copasa', 'Ecorodovias', 'Empresas', 'Natura', 'Necton', 'Renda Variável', 'Vale']",https://www.moneytimes.com.br/veja-as-5-acoes-escolhidas-pela-necton-nesta-semana-volatil/,2
petrobras inicia fase vinculante venda dois polos espirito santo,"['Empresas', 'Petrobras', 'Petróleo', 'Reuters']",https://www.moneytimes.com.br/petrobras-inicia-fase-vinculante-para-venda-de-dois-polos-no-espirito-santo/,1
minerio ferro queda <NUM> cento dalian,"['Commodities', 'Minério de ferro', 'Vale']",https://www.moneytimes.com.br/minerio-de-ferro-tem-queda-de-115-em-dalian/,2
contas externas registram deficit <NUM> bilhoes abril,"['investimento', 'Investimento estrangeiro']",https://www.sunoresearch.com.br/noticias/investimentos-conta-correntes-deficit/,0
coronavirus medidas apresentadas ue custarao <NUM> bi euros,"['coronavírus', 'União Europeia']",https://www.sunoresearch.com.br/noticias/coronavirus-ue-medidas-37bi-euros/,0
petrobras conclui cessao <NUM> cento campo roncador equinor,"['Empresas', 'Petrobras']",https://www.moneytimes.com.br/petrobras-conclui-cessao-de-25-do-campo-de-roncador-para-equinor/,1
conselho renner vai propor aumento capital social <NUM> bi,"['Ações', 'Lojas Renner']",https://www.sunoresearch.com.br/noticias/conselho-renner-aumento-capital-social/,0
a petrobras racional voltou decretam analistas mercado,"['BTG Pactual', 'Comprar ou vender?', 'Credit Suisse', 'Itaú BBA', 'Petrobras', 'XP Investimentos']",https://www.moneytimes.com.br/a-petrobras-racional-voltou-decretam-analistas-de-mercado/,1
com cena externa indefinida ibovespa futuro abre sessao leve alta,"['Bolsa', 'Celesc', 'Ibovespa', 'Mercados', 'Oi', 'Petrobras', 'São Martinho']",https://www.moneytimes.com.br/com-cena-externa-indefinida-ibovespa-futuro-abre-a-sessao-com-leve-alta/,1
boeing diz acordo embraer estrategicamente importante,"['Boeing', 'EMBR3', 'Embraer']",https://www.sunoresearch.com.br/noticias/boeing-acordo-embraer-estrategicamente-importante/,0
xp corta precomenos alvo bradespar apos distribuicao dividendos,"['Ações', 'Bradespar', 'Comprar ou vender?', 'Empresas', 'Mineração', 'Minério de ferro', 'Vale', 'XP Investimentos']",https://www.moneytimes.com.br/xp-corta-preco-alvo-da-bradespar-apos-distribuicao-de-dividendos/,2
dolar encerra queda resultado eleicoes argentina,"['Argentina', 'dólar', 'investimento direto', 'PIB']",https://www.sunoresearch.com.br/noticias/dolar-queda-eleicoes-argentina-28102019/,0
ibovespa mantem queda reforma previdencia radar mercado,"['Eletrobras', 'ibovespa', 'reforma da previdência']",https://www.sunoresearch.com.br/noticias/ibovespa-queda-12072019/,0
necton faz duas alteracoes carteira recomendada mensal,"['B3', 'Banco do Brasil', 'BR Distribuidora', 'Bradesco', 'Carteira Recomendada', 'Comprar ou vender?', 'Gerdau', 'Hermes Pardini', 'Necton', 'Vale', 'Via Varejo', 'Vivara']",https://www.moneytimes.com.br/necton-faz-duas-alteracoes-em-carteira-recomendada-mensal/,2
necton aposta brf magazine luiza notredame vale even carteira semana,"['Ações', 'BRF', 'Carteira Recomendada', 'Comprar ou vender?', 'Empresas', 'Even', 'Magazine Luiza', 'Necton', 'NotreDame', 'Vale']",https://www.moneytimes.com.br/necton-aposta-em-brf-magazine-luiza-notredame-vale-e-even-na-carteira-da-semana/,2
itau adquire corretora verbank securities paraguai,"['Ações', 'Bancos', 'Corretoras', 'Empresas', 'Fusões & Aquisições', 'Itaú Unibanco']",https://www.moneytimes.com.br/itau-adquire-corretora-verbank-securities-no-paraguai/,3
caixa preta aviao ethiopian indica semelhancas acidente lion air,"['Anac', 'Boeing', 'empresas', 'Gol']",https://www.sunoresearch.com.br/noticias/caixa-preta-ethiopian-semelhancas-lion/,0
caixa espera sinal verde stf vender acoes petrobras diz jornal,"['Ações', 'Bancos', 'Empresas', 'Mercados', 'Petrobras', 'STF']",https://www.moneytimes.com.br/caixa-espera-sinal-verde-do-stf-para-vender-acoes-da-petrobras-diz-jornal/,1
itau anuncia captacao <NUM> bilhao eua,"['Banco Central (BC)', 'Itaú Unibanco (ITUB3/ITUB4)']",https://www.suno.com.br/noticias/itau-anuncia-captacao-eua/,3
minerio ferro tem ganhos <NUM> cento bolsa dalian,"['China', 'Commodities', 'Minério de ferro', 'Vale']",https://www.moneytimes.com.br/futuros-do-minerio-de-ferro-tem-ganhos-de-041-na-bolsa-de-dalian/,2
stj ve risco ruptura barra funcionamento barragem vale,"['Agência Brasil', 'Justiça', 'Minério de ferro', 'MPF', 'STJ', 'Vale']",https://www.moneytimes.com.br/stj-ve-risco-de-ruptura-e-barra-funcionamento-de-barragem-da-vale/,2
dolar abre queda pregao desta quarta,['dólar'],https://www.sunoresearch.com.br/noticias/dolar-12052018/,0
defasagem diesel ainda <NUM> cento gasolina <NUM> cento diz abicom,"['ANP', 'Brasil', 'Combustíveis', 'Commodities', 'Diesel', 'Estadão Conteúdo', 'Gasolina', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/defasagem-do-diesel-ainda-e-de-9-e-a-da-gasolina-e-de-7-diz-abicom/,1
anp aprova cessao direitos <NUM> campos antigos petrobras estrangeiras,"['ANP', 'Commodities', 'Empresas', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/anp-aprova-cessao-de-direitos-de-10-campos-antigos-da-petrobras-para-estrangeiras/,1
petrobras anuncia reabertura refinaria pasadena apos passagem furacao,"['Empresas', 'Petrobras', 'Petroquímico']",https://www.moneytimes.com.br/petrobras-anuncia-reabertura-de-refinaria-de-pasadena-apos-passagem-de-furacao/,1
governo aprova compensacoes <NUM> bi petrobras leilao sepia atapu,"['Bento Albuquerque', 'Empresas', 'Leilão', 'Ministério de Minas e Energia', 'Petrobras', 'Reuters']",https://www.moneytimes.com.br/governo-aprova-compensacoes-de-us-645-bi-a-petrobras-em-leilao-de-sepia-e-atapu/,1
nubank atinge <NUM> cento municipios brasileiros,"['empresas', 'Nubank', 'startups']",https://www.sunoresearch.com.br/noticias/nubank-100-municipios-brasileiros/,0
fitch rebaixa rating braskem brkm3 bbmais,"['Braskem', 'brasken', 'BRKM3', 'BRKM5', 'brkm6', 'Fitch', 'rating']",https://www.sunoresearch.com.br/noticias/fitch-rating-braskem-brkm3/,0
acoes siderurgicas avancam nesta terca vale lidera alta <NUM> cento,"['CSN', 'Empresas', 'Mercados', 'Metalúrgica Gerdau', 'Mineração', 'Siderurgia', 'Usiminas', 'Vale']",https://www.moneytimes.com.br/acoes-de-siderurgicas-avancam-nesta-terca-vale-lidera-com-alta-de-10/,2
dolar mantem alta bate <NUM> intervencao bc entenda porque,"['Banco Central', 'China', 'dólar', 'Estados Unidos', 'leilão', 'PIB', 'reforma da previdência']",https://www.sunoresearch.com.br/noticias/dolar-alta-412-intervencao-bc-entenda/,0
irb brasil fernando passos suposto mentor fraudes milionarias venceu premio financas,"['IRB', 'IRB Brasil', 'IRB Brasil Re', 'IRBR3']",https://www.sunoresearch.com.br/noticias/irb-suposto-mentor-fraude-milionaria-venceu-premio-financas/,0
renda cidada ressalta preocupacao riscos fiscais diz fitch,"['brasil', 'Fitch', 'Renda Cidadã']",https://www.sunoresearch.com.br/noticias/renda-cidada-ressalta-nossa-preocupacao-com-riscos-fiscais-diz-fitch/,0
mpf diz justica federal curitiba acolhe denuncia contra executivos grupo petropolis,"['Corrupção', 'Curitiba', 'Empresas', 'Justiça', 'MPF', 'Odebrecht', 'Petrobras', 'Reuters']",https://www.moneytimes.com.br/mpf-diz-que-justica-federal-em-curitiba-acolhe-denuncia-contra-executivos-do-grupo-petropolis/,1
kroton justica cancela acao despejo <NUM> milhoes contra empresa,['Kroton'],https://www.sunoresearch.com.br/noticias/kroton-justica-cancela-despejo/,0
itau santander bradesco bb btg hora comprar acoes bancos agora,"['Ações', 'Banco do Brasil', 'Banco Safra', 'Bancos', 'Bradesco', 'BTG Pactual', 'Comprar ou vender?', 'Economia', 'Empresas', 'Investimentos', 'Itaú Unibanco', 'Santander']",https://www.moneytimes.com.br/itau-santander-bradesco-bb-e-btg-a-hora-de-comprar-acoes-de-bancos-e-agora/,3
dolar encerra queda apos fed cortar taxa juros,"['acordo comercial', 'Copom', 'dólar', 'Fed', 'PIB']",https://www.sunoresearch.com.br/noticias/dolar-queda-fed-cortar-juros-30102019/,0
gol goll4 anuncia voos <NUM> novos destinos partir congonhas,"['Gol', 'GOLL4', 'Voos']",https://www.sunoresearch.com.br/noticias/gol-goll4-voos-novos-destinos-congonhas/,0
ibovespa vai cair <NUM> mil pontos esgotou forca baixa ha divergencias,"['Ações', 'China', 'Commodities', 'Comprar ou vender?', 'Economia', 'Empresas', 'EUA', 'Federal Reserve', 'Genial Investimentos', 'Ibovespa', 'Investimentos', 'Juros', 'Mercados', 'Minério de ferro', 'Renda Variável', 'Vale', 'XP Investimentos']",https://www.moneytimes.com.br/ibovespa-vai-cair-ate-110-mil-pontos-ou-ja-esgotou-a-forca-de-baixa-ha-divergencias/,2
petrobras 3r petroleum renegociam contratos gas bacia potiguar,"['3R Petroleum', 'Ações', 'Empresas', 'Gás', 'Mercados', 'Petrobras', 'Petróleo', 'Rio Grande do Norte']",https://www.moneytimes.com.br/petrobras-e-3r-petroleum-renegociam-contratos-de-gas-na-bacia-potiguar/,1
braskem deve fazer oferta subsequente petrobras diz broadcast,"['Braskem', 'Empresas', 'Ofertas de ações', 'Petrobras']",https://www.moneytimes.com.br/braskem-deve-fazer-oferta-subsequente-para-petrobras-diz-broadcast/,1
guedes ninguem ficar preocupado alta dolar,"['dólar', 'Jair Bolsonaro', 'Paulo Guedes', 'PEC', 'reforma da previdência']",https://www.sunoresearch.com.br/noticias/guedes-ninguem-preocupado-alta-dolar/,0
ibovespa itau itub4 bradesco bbdc4 sobem cena externa cmn,"['Bolsa de Valores de São Paulo (B3)', 'Bradesco (BBDC3/BBDC4)', 'Ibovespa', 'Itaú Unibanco (ITUB3/ITUB4)']",https://www.suno.com.br/noticias/ibovespa-itau-itub4-e-bradesco-bbdc4-sobem-com-cena-externa-e-cmn/,3
coronavoucher caixa abrira agencias proxima segunda,"['caixa', 'Caixa Econômica Federal', 'coronavoucher', 'feriados']",https://www.sunoresearch.com.br/noticias/coronavoucher-caixa-abrira-agencias-na-proxima-segunda-feira/,0
cvc estreia cashback parceria csu lancara marketplace <NUM>,"['Bancos', 'CSU Cardsystem', 'CVC Brasil', 'Empresas', 'Fusões & Aquisições', 'Itaú Unibanco', 'Reuters', 'Turismo']",https://www.moneytimes.com.br/cvc-estreia-e-cashback-em-parceria-com-csu-e-lancara-marketplace-em-2022/,3
teto gastos chave sustentabilidade divida afirma fmi,"['Economia', 'política fiscal', 'teto de gastos']",https://www.sunoresearch.com.br/noticias/teto-de-gastos-sustentabilidade-da-divida-brasil/,0
cesare battisti chega italia apos <NUM> anos foragido,['Itália'],https://www.sunoresearch.com.br/noticias/cesare-battisti-italia/,0
banco c6 consignado notificado proconmenos sp,"['C6', 'C6 Bank', 'empréstimo', 'Procon', 'reclamações']",https://www.sunoresearch.com.br/noticias/banco-c6-consignado-procon-sp-emprestimos/,0
itau unibanco pagara dividendo setembro <NUM> acao,"['Bancos', 'Dividendos', 'Empresas', 'Itaú Unibanco']",https://www.moneytimes.com.br/itau-unibanco-pagara-dividendo-de-setembro-de-r-0015-por-acao/,3
chama max defeito voce,"['Bancos', 'Bradesco', 'Colunista Empiricus', 'Colunistas', 'Comprar ou vender?', 'Empiricus Research', 'Empresas', 'Investimentos', 'Itaú Unibanco', 'Max Bohm', 'Opinião', 'Resultados', 'Santander']",https://www.moneytimes.com.br/chama-o-max-defeito-para-voce/,3
vale vale3 paga <NUM> bilhoes dividendos ubs recomenda venda entenda,"['dividendos', 'Especialistas', 'minério de ferro', 'UBS (UBSG34)', 'Vale (VALE3)']",https://www.suno.com.br/noticias/vale-vale3-dividendos-recomendacao-ubs/,2
<NUM> acoes bancos brasileiros melhores ter longo prazo diz credit suisse,"['Ações', 'Banco do Brasil', 'Bancos', 'Bradesco', 'Comprar ou vender?', 'Credit Suisse', 'Empresas', 'Itaú Unibanco', 'Mercados']",https://www.moneytimes.com.br/3-acoes-de-bancos-brasileiros-sao-as-melhores-para-se-ter-no-longo-prazo-diz-credit-suisse/,3
bradesco eleva precosmenos alvo vale gerdau usiminas,"['Bradesco', 'Comprar ou vender?', 'Gerdau', 'Mineração', 'Siderurgia', 'Usiminas', 'Vale']",https://www.moneytimes.com.br/bradesco-eleva-precos-alvo-para-vale-gerdau-e-usiminas/,2
itau jpmorgan buscam talentos reestruturar divida rali america latina,"['América Latina', 'Banco Safra', 'Bancos', 'Bank of America', 'Bloomberg', 'Bradesco', 'Brasil', 'Empresas', 'Fusões & Aquisições', 'Itaú Unibanco', 'JPMorgan', 'Santander']",https://www.moneytimes.com.br/itau-e-jpmorgan-buscam-talentos-para-reestruturar-divida-em-rali-na-america-latina/,3
